"Assembly"	"Accesion"	"Region"	"NRPS"	"NRP.metallophore"	"NIS"	"Metallophore"	"Span"	"ContigEdge"	"Taxonomy"	"Species"	"Orn_monoox"	"IBH_Asp"	"EntC"	"EntA"	"Lys_monoox"	"SalSyn"	"IPL"	"Cy_tandem"	"VibH_like"	"TBH_Asp"	"PvdO"	"PvdP"	"IBH_His"	"KtzT"	"MetRS.like"	"VbsL"	"FbnL"	"FbnM"	"SBH_Asp"	"GrbD"	"GrbE"	"CyanoBH_Asp1"	"CyanoBH_Asp2"	"X"	"TonB_dep_Rec"	"Peripla_BP_2"	"FecCD"	"TRANSPORT"	"CATECHOL"	"GRAMININE"	"DMAQ"	"HYDROXAMATE"	"SALICYLATE"	"OHASP"	"OHHIS"	"PYOVERDINE"
"GCF_017498685.1_NZ_CP071802.1.region005"	"GCF_017498685.1"	"NZ_CP071802.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"3048961..3107326"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Yersiniaceae_Yersinia"	"Yersinia ruckeri"	NA	NA	504	369.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	185.8	63	294	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_900460525.1_NZ_UHIY01000001.1.region002"	"GCF_900460525.1"	"NZ_UHIY01000001.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"1926913..1985151"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Yersiniaceae_Yersinia"	"Yersinia kristensenii"	NA	NA	478.6	380.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	192.1	75.3	295.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_902170305.1_NZ_CABHWW010000028.1.region001"	"GCF_902170305.1"	"NZ_CABHWW010000028.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"57694..127026"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Yersiniaceae_Yersinia"	"Yersinia alsatica"	NA	NA	487.4	379.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198	76.7	293.5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_900452415.1_NZ_UGNX01000001.1.region008"	"GCF_900452415.1"	"NZ_UGNX01000001.1"	"region008"	TRUE	TRUE	FALSE	TRUE	"3296067..3360674"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_Legionella"	"Legionella cincinnatiensis"	497.6	NA	NA	NA	NA	NA	NA	NA	NA	468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.9	250	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_009828925.2_NZ_WUTY02000002.1.region001"	"GCF_009828925.2"	"NZ_WUTY02000002.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"415863..491385"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylicorpusculum"	"Methylicorpusculum oleiharenae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	486.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	199.8	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000214275.2_NZ_CM001475.1.region005"	"GCF_000214275.2"	"NZ_CM001475.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"2588920..2652989"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomicrobium"	"Methylomicrobium album BG8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	485.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000733855.1_NZ_JPOJ01000001.1.region007"	"GCF_000733855.1"	"NZ_JPOJ01000001.1"	"region007"	TRUE	TRUE	FALSE	TRUE	"4003001..4078285"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomicrobium"	"Methylomicrobium agile"	NA	NA	NA	NA	NA	NA	NA	NA	NA	485.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_008632455.1_NZ_CP043929.1.region010"	"GCF_008632455.1"	"NZ_CP043929.1"	"region010"	TRUE	TRUE	FALSE	TRUE	"3570907..3646141"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylomonas"	"Methylomonas rhizoryzae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	479.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205.8	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000372865.1_NZ_KB889965.1.region002"	"GCF_000372865.1"	"NZ_KB889965.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"2297822..2370942"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylosarcina"	"Methylosarcina fibrata AML-C10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	485.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206.9	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
"GCF_000046845.1_NC_005966.1.region006"	"GCF_000046845.1"	"NC_005966.1"	"region006"	TRUE	TRUE	FALSE	TRUE	"2695556..2744012"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter baylyi ADP1"	NA	NA	454.8	354.3	NA	NA	NA	406.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135.5	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000196795.1_NC_014259.1.region003"	"GCF_000196795.1"	"NC_014259.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"2112490..2167243"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter oleivorans DR1"	NA	NA	437.2	349.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	190.1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000413895.1_NZ_KE340352.1.region001"	"GCF_000413895.1"	"NZ_KE340352.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"350833..397324"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter rudis CIP 110305"	NA	NA	439.9	342	NA	NA	NA	399.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	138.2	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001605895.1_NZ_LUAW01000013.1.region001"	"GCF_001605895.1"	"NZ_LUAW01000013.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"37312..80824"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter pragensis"	NA	NA	429.6	319.9	NA	NA	NA	NA	513.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.9	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001678755.1_NZ_LZDS01000028.1.region001"	"GCF_001678755.1"	"NZ_LZDS01000028.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"162199..205699"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter gandensis"	NA	NA	430.8	323.2	NA	NA	NA	NA	494.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001704115.1_NZ_CP016895.1.region001"	"GCF_001704115.1"	"NZ_CP016895.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"491665..535034"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter larvae"	NA	NA	NA	NA	NA	NA	NA	388.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	205	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_001704115.1_NZ_CP016895.1.region003"	"GCF_001704115.1"	"NZ_CP016895.1"	"region003"	FALSE	TRUE	FALSE	TRUE	"2389572..2433159"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter larvae"	NA	NA	420.2	321.6	NA	NA	NA	NA	401.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002165375.2_NZ_CP032134.1.region003"	"GCF_002165375.2"	"NZ_CP032134.1"	"region003"	FALSE	TRUE	FALSE	TRUE	"2538942..2582449"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter chinensis"	NA	NA	426.8	328.8	NA	NA	NA	NA	438.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113	241.8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003323815.1_NZ_CP030880.1.region001"	"GCF_003323815.1"	"NZ_CP030880.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"1284124..1338148"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter haemolyticus"	NA	NA	452.5	320.8	NA	NA	NA	539.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104.3	107.8	212.2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_003611465.1_NZ_RAXV01000017.1.region001"	"GCF_003611465.1"	"NZ_RAXV01000017.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"23146..66655"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter tianfuensis"	NA	NA	428.7	311.5	NA	NA	NA	NA	503.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141.7	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_008693185.1_NZ_VXKN01000002.1.region001"	"GCF_008693185.1"	"NZ_VXKN01000002.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"26562..75676"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter qingfengensis"	NA	NA	443.9	340.6	NA	NA	NA	392.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.9	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_011578045.1_NZ_CP049801.1.region003"	"GCF_011578045.1"	"NZ_CP049801.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"2052556..2103517"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter shaoyimingii"	NA	NA	416.4	326.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	174.9	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_013009345.1_NZ_JABELE010000008.1.region001"	"GCF_013009345.1"	"NZ_JABELE010000008.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"141448..194651"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter geminorum"	NA	NA	458.5	NA	NA	NA	NA	585.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122.7	110.8	211.2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_014635885.1_NZ_BMDR01000001.1.region002"	"GCF_014635885.1"	"NZ_BMDR01000001.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"368363..419317"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter vivianii"	NA	NA	450.1	334.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	212.5	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_018139125.1_NZ_CP073241.1.region002"	"GCF_018139125.1"	"NZ_CP073241.1"	"region002"	FALSE	TRUE	FALSE	TRUE	"159813..206813"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter soli"	NA	NA	439.5	346.3	NA	NA	NA	400.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_018324105.1_NZ_AP024595.1.region003"	"GCF_018324105.1"	"NZ_AP024595.1"	"region003"	FALSE	TRUE	FALSE	TRUE	"1863537..1907048"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter bouvetii"	NA	NA	422.4	324	NA	NA	NA	NA	533.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_900096995.1_NZ_OANT01000011.1.region001"	"GCF_900096995.1"	"NZ_OANT01000011.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"16804..62891"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter puyangensis"	NA	NA	433.5	325.9	NA	NA	NA	NA	423.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130.3	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_900197575.1_NZ_FZLN01000002.1.region001"	"GCF_900197575.1"	"NZ_FZLN01000002.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"151913..202940"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter"	"Acinetobacter apis"	NA	NA	446.2	319.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	162.7	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002055515.1_NZ_CP020000.1.region005"	"GCF_002055515.1"	"NZ_CP020000.1"	"region005"	TRUE	TRUE	FALSE	TRUE	"1919943..1974827"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter_Acinetobacter calcoaceticus/baumannii complex"	"Acinetobacter calcoaceticus"	NA	NA	437	348.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	181.9	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_005281455.1_NZ_CP040105.1.region001"	"GCF_005281455.1"	"NZ_CP040105.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"123526..180638"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter_Acinetobacter calcoaceticus/baumannii complex"	"Acinetobacter nosocomialis M2"	NA	NA	448	351.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	181.9	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_008632635.1_NZ_CP043953.1.region002"	"GCF_008632635.1"	"NZ_CP043953.1"	"region002"	FALSE	TRUE	FALSE	TRUE	"1180929..1234130"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter_Acinetobacter calcoaceticus/baumannii complex"	"Acinetobacter baumannii"	NA	NA	457.8	NA	NA	NA	NA	579.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137.2	108	213	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_013122135.1_NZ_CP053391.1.region001"	"GCF_013122135.1"	"NZ_CP053391.1"	"region001"	FALSE	TRUE	FALSE	TRUE	"1128679..1181881"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter_Acinetobacter calcoaceticus/baumannii complex"	"Acinetobacter lactucae"	NA	NA	457.5	NA	NA	NA	NA	579.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124.2	108.9	213.2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_016064815.1_NZ_CP065820.1.region004"	"GCF_016064815.1"	"NZ_CP065820.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"2111194..2168310"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Moraxellales_Moraxellaceae_Acinetobacter_Acinetobacter calcoaceticus/baumannii complex"	"Acinetobacter seifertii"	NA	NA	450.4	349.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	184.3	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_004138485.1_NZ_RYEV01000005.1.region002"	"GCF_004138485.1"	"NZ_RYEV01000005.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"1151862..1252049"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Nevskiales_Steroidobacteraceae_Steroidobacter"	"Steroidobacter soli"	NA	NA	NA	NA	NA	NA	NA	NA	NA	434.5	NA	NA	512.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	197.8	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
"GCF_000009365.1_NC_008260.1.region003"	"GCF_000009365.1"	"NC_008260.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"2358710..2419758"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Alcanivoracaceae_Alcanivorax"	"Alcanivorax borkumensis SK2"	629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	176.7	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"GCF_000299335.2_NZ_CP004387.1.region001"	"GCF_000299335.2"	"NZ_CP004387.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"1138612..1230630"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Alcanivoracaceae_Alcanivorax"	"Alcanivorax pacificus W11-5"	584	514.4	NA	NA	NA	NA	NA	NA	NA	454.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	184.9	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_000300005.1_NC_018691.1.region003"	"GCF_000300005.1"	"NC_018691.1"	"region003"	TRUE	TRUE	FALSE	TRUE	"2740223..2805983"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Alcanivoracaceae_Alcanivorax"	"Alcanivorax dieselolei B5"	NA	NA	NA	NA	NA	NA	152.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206.9	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
"GCF_000012985.1_NC_007645.1.region014"	"GCF_000012985.1"	"NC_007645.1"	"region014"	TRUE	TRUE	FALSE	TRUE	"6665200..6722725"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Hahellaceae_Hahella"	"Hahella chejuensis KCTC 2396"	NA	NA	481.1	379.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	202	91.1	263.3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_000526695.1_NZ_JAGO01000010.1.region001"	"GCF_000526695.1"	"NZ_JAGO01000010.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"164725..214252"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Carnimonas"	"Carnimonas nigrificans ATCC BAA-78"	NA	NA	442.6	353.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130.4	116	NA	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_004364315.1_NZ_SOBR01000002.1.region002"	"GCF_004364315.1"	"NZ_SOBR01000002.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"26548..89971"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Chromohalobacter"	"Chromohalobacter marismortui"	592.2	NA	NA	NA	NA	NA	NA	NA	NA	467.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	213.6	86.8	245.4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_000196875.2_NC_014532.2.region003"	"GCF_000196875.2"	"NC_014532.2"	"region003"	TRUE	TRUE	FALSE	TRUE	"2102438..2177238"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas"	"Halomonas elongata DSM 2581"	NA	NA	483.9	359.7	NA	NA	NA	517.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131.8	96.8	201.7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"GCF_002286955.1_NZ_NSKA01000001.1.region001"	"GCF_002286955.1"	"NZ_NSKA01000001.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"465274..529454"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas"	"Halomonas humidisoli"	582.2	NA	NA	NA	NA	NA	NA	NA	NA	463.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	217.1	34.6	242.1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_002286975.1_NZ_NSKB01000007.1.region002"	"GCF_002286975.1"	"NZ_NSKB01000007.1"	"region002"	TRUE	TRUE	FALSE	TRUE	"263332..334405"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas"	"Halomonas salipaludis"	592.7	NA	NA	NA	NA	NA	NA	NA	NA	465.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	191.1	50.6	NA	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_004364445.1_NZ_SOCZ01000016.1.region001"	"GCF_004364445.1"	"NZ_SOCZ01000016.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"23289..95755"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas"	"Halomonas alkaliantarctica"	586.5	NA	NA	NA	NA	NA	NA	NA	NA	461.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	179	65.2	245.3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_010977575.1_NZ_CP048812.1.region001"	"GCF_010977575.1"	"NZ_CP048812.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"216341..289458"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas"	"Halomonas socia"	591.7	527.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	211.7	85.6	244.1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_013416325.1_NZ_JACCGK010000010.1.region001"	"GCF_013416325.1"	"NZ_JACCGK010000010.1"	"region001"	TRUE	TRUE	FALSE	TRUE	"45437..118420"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas"	"Halomonas sedimenti"	588.5	534.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175.7	87	244.1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"GCF_014697095.1_NZ_CP059082.1.region004"	"GCF_014697095.1"	"NZ_CP059082.1"	"region004"	TRUE	TRUE	FALSE	TRUE	"5055084..5119254"	FALSE	"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas"	"Halomonas titanicae"	586.4	NA	NA	NA	NA	NA	NA	NA	NA	465.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	215.7	60	244.5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
