"Accession ID","Assembly","BiG-SCAPE class","CATECHOL","ContigEdge","Cy_tandem","CyanoBH_Asp1","CyanoBH_Asp2","Description","DMAQ","EntA","EntC","FbnL","FbnM","FecCD","GRAMININE","GrbD","GrbE","HYDROXAMATE","IBH_Asp","IBH_His","IPL","Lys_monoox","name","network_table$Lookup","network_trans_count","NRP.siderophore","NRPS","NRPS.like","OHASP","OHHIS","Organism","Orn_monoox","Peripla_BP_2","Product Prediction","PvdO","PvdP","PYOVERDINE","Region","region_type","SALICYLATE","SalSyn","selected","shared name","Taxonomy","TBH_Asp","TonB_dep_Rec","VbsL","VibH_like"
"NZ_BMMK01000007.1","GCF_014645795.1","Others","1","0","0","0","0","Longimycelium tulufanense strain CGMCC 4.5737 sequence007, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_014645795.1_ASM1464579v1_genomic_NZ_BMMK01000007.1.region001","GCF_014645795.1_NZ_BMMK01000007.1.region001","2","1","1","1","0","0","Longimycelium tulufanense","1","1","NRP-siderophore.NRPS.NRPS-like.LAP.thiopeptide.nucleoside.thioamitides","0","0","0","region001","MIXED","0","0","false","GCF_014645795.1_ASM1464579v1_genomic_NZ_BMMK01000007.1.region001","Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Longimycelium","0","0","0","0"
"NZ_PYGA01000006.1","GCF_003014485.1","Others","1","0","0","0","0","Murinocardiopsis flavida strain DSM 45312 Ga0181034_106, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","1","0","0","0","0","GCF_003014485.1_ASM301448v1_genomic_NZ_PYGA01000006.1.region001","GCF_003014485.1_NZ_PYGA01000006.1.region001","0","1","1","0","0","0","Murinocardiopsis flavida","1","0","NRP-siderophore.NRPS","0","0","0","region001","MIXED","0","0","false","GCF_003014485.1_ASM301448v1_genomic_NZ_PYGA01000006.1.region001","Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Murinocardiopsis","0","0","0","0"
"NZ_BANR01000005.1","GCF_000332975.1","Others","1","0","0","0","0","Gordonia aichiensis NBRC 108223, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","1","0","0","0","0","GCF_000332975.1_ASM33297v1_genomic_NZ_BANR01000005.1.region002","GCF_000332975.1_NZ_BANR01000005.1.region002","1","1","1","0","0","0","Gordonia aichiensis NBRC 108223","1","1","NRP-siderophore.NRPS","0","0","0","region002","MIXED","0","0","false","GCF_000332975.1_ASM33297v1_genomic_NZ_BANR01000005.1.region002","Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia","0","0","0","0"
"NZ_JACCFO010000001.1","GCF_013410565.1","Others","1","0","0","0","0","Streptomonospora nanhaiensis strain DSM 45927 Ga0415217_01, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","1","0","0","0","0","GCF_013410565.1_ASM1341056v1_genomic_NZ_JACCFO010000001.1.region002","GCF_013410565.1_NZ_JACCFO010000001.1.region002","1","1","1","0","0","0","Streptomonospora nanhaiensis","1","1","NRP-siderophore.NRPS","0","0","0","region002","MIXED","0","0","false","GCF_013410565.1_ASM1341056v1_genomic_NZ_JACCFO010000001.1.region002","Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora","0","0","0","0"
"NZ_CP033972.1","GCF_003855095.1","Others","0","0","0","0","0","Gordonia insulae strain MMS17-SY073 chromosome","0","1","0","0","0","0","0","0","0","1","0","0","0","0","GCF_003855095.1_ASM385509v1_genomic_NZ_CP033972.1.region003","GCF_003855095.1_NZ_CP033972.1.region003","1","1","1","0","0","0","Gordonia insulae","1","1","NRP-siderophore.NRPS","0","0","0","region003","HYDROXAMATE","0","0","false","GCF_003855095.1_ASM385509v1_genomic_NZ_CP033972.1.region003","Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia","0","0","0","0"
"NZ_CP088969.1","GCF_021165915.1","Others","1","0","0","0","0","Rhodococcus aetherivorans strain CBO21-1 chromosome, complete genome","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_021165915.1_ASM2116591v1_genomic_NZ_CP088969.1.region015","GCF_021165915.1_NZ_CP088969.1.region015","1","1","1","0","0","0","Rhodococcus aetherivorans","0","1","NRP-siderophore.NRPS","0","0","0","region015","CATECHOL","0","0","false","GCF_021165915.1_ASM2116591v1_genomic_NZ_CP088969.1.region015","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus","0","0","0","0"
"NZ_LDTZ01000013.1","GCF_001186365.1","Others","1","0","0","0","0","Gordonia jacobaea strain mv1 contig00001GJMV1, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","1","0","0","0","0","GCF_001186365.1_ASM118636v1_genomic_NZ_LDTZ01000013.1.region003","GCF_001186365.1_NZ_LDTZ01000013.1.region003","1","1","1","0","0","0","Gordonia jacobaea","1","1","NRP-siderophore.NRPS","0","0","0","region003","MIXED","0","0","false","GCF_001186365.1_ASM118636v1_genomic_NZ_LDTZ01000013.1.region003","Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia","0","0","0","0"
"NZ_JACIFP010000001.1","GCF_014197435.1","Others","1","0","0","0","0","Gordonia humi strain DSM 45298 Ga0104626_01, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_014197435.1_ASM1419743v1_genomic_NZ_JACIFP010000001.1.region002","GCF_014197435.1_NZ_JACIFP010000001.1.region002","2","1","1","0","0","0","Gordonia humi","1","1","NRP-siderophore.NRPS.CDPS","0","0","0","region002","MIXED","0","0","false","GCF_014197435.1_ASM1419743v1_genomic_NZ_JACIFP010000001.1.region002","Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia","0","0","0","0"
"NZ_JADBGI010000002.1","GCF_014892575.1","Others","1","0","0","0","0","Nocardiopsis coralli strain HNM0947 Scaffold2, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","1","0","0","0","0","GCF_014892575.1_ASM1489257v1_genomic_NZ_JADBGI010000002.1.region002","GCF_014892575.1_NZ_JADBGI010000002.1.region002","1","1","1","0","0","0","Nocardiopsis coralli","1","1","NRP-siderophore.NRPS","0","0","0","region002","MIXED","0","0","false","GCF_014892575.1_ASM1489257v1_genomic_NZ_JADBGI010000002.1.region002","Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis","0","0","0","0"
"NZ_JACHJP010000002.1","GCF_014203715.1","Others","1","0","0","0","0","Streptosporangium saharense strain CECT 8840 Ga0436955_02, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_014203715.1_ASM1420371v1_genomic_NZ_JACHJP010000002.1.region005","GCF_014203715.1_NZ_JACHJP010000002.1.region005","2","1","1","0","0","0","Streptosporangium saharense","1","1","NRP-siderophore.NRPS","0","0","0","region005","MIXED","0","0","false","GCF_014203715.1_ASM1420371v1_genomic_NZ_JACHJP010000002.1.region005","Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium","0","0","0","0"
"NZ_BMJH01000001.1","GCF_014643175.1","Others","1","0","0","0","0","Hoyosella rhizosphaerae strain CGMCC 1.15478 sequence01, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_014643175.1_ASM1464317v1_genomic_NZ_BMJH01000001.1.region001","GCF_014643175.1_NZ_BMJH01000001.1.region001","2","1","1","0","0","0","Hoyosella rhizosphaerae","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","0","0","false","GCF_014643175.1_ASM1464317v1_genomic_NZ_BMJH01000001.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Hoyosella","0","0","0","0"
"NZ_JAFBBV010000001.1","GCF_016907365.1","Others","1","0","0","0","0","Oerskovia paurometabola strain DSM 14281 Ga0451129_01, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_016907365.1_ASM1690736v1_genomic_NZ_JAFBBV010000001.1.region004","GCF_016907365.1_NZ_JAFBBV010000001.1.region004","2","1","1","0","0","0","Oerskovia paurometabola","1","1","NRP-siderophore.NRPS","0","0","0","region004","MIXED","0","0","false","GCF_016907365.1_ASM1690736v1_genomic_NZ_JAFBBV010000001.1.region004","Bacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia","0","0","0","0"
"NZ_JAGGMR010000001.1","GCF_017875645.1","Others","1","0","0","0","0","Nocardia goodfellowii strain DSM 45516 Ga0104629_01, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_017875645.1_ASM1787564v1_genomic_NZ_JAGGMR010000001.1.region011","GCF_017875645.1_NZ_JAGGMR010000001.1.region011","2","1","1","0","0","0","Nocardia goodfellowii","1","1","NRP-siderophore.NRPS","0","0","0","region011","MIXED","0","0","false","GCF_017875645.1_ASM1787564v1_genomic_NZ_JAGGMR010000001.1.region011","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia","0","0","0","0"
"NZ_JAFBBO010000001.1","GCF_016907235.1","Others","1","0","0","0","0","Oerskovia jenensis strain DSM 46000 Ga0451159_01, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_016907235.1_ASM1690723v1_genomic_NZ_JAFBBO010000001.1.region005","GCF_016907235.1_NZ_JAFBBO010000001.1.region005","2","1","1","0","0","0","Oerskovia jenensis","1","1","NRP-siderophore.NRPS","0","0","0","region005","MIXED","0","0","false","GCF_016907235.1_ASM1690723v1_genomic_NZ_JAFBBO010000001.1.region005","Bacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia","0","0","0","0"
"NZ_BMVR01000003.1","GCF_014650815.1","Others","0","0","0","0","0","Streptomyces flavofungini strain JCM 4753 sequence03, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","0","GCF_014650815.1_ASM1465081v1_genomic_NZ_BMVR01000003.1.region003","GCF_014650815.1_NZ_BMVR01000003.1.region003","0","1","1","0","0","0","Streptomyces flavofungini","1","0","NRP-siderophore.NRPS.T3PKS.transAT-PKS.PKS-like","0","0","0","region003","HYDROXAMATE","0","0","false","GCF_014650815.1_ASM1465081v1_genomic_NZ_BMVR01000003.1.region003","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NC_016906.1","GCF_000247715.1","Others","1","0","0","0","0","Gordonia polyisoprenivorans VH2, complete sequence","0","1","1","0","0","0","0","0","0","1","0","0","0","0","GCF_000247715.1_ASM24771v1_genomic_NC_016906.1.region009","GCF_000247715.1_NC_016906.1.region009","1","1","1","0","0","0","Gordonia polyisoprenivorans VH2","1","1","NRP-siderophore.NRPS","0","0","0","region009","MIXED","0","0","false","GCF_000247715.1_ASM24771v1_genomic_NC_016906.1.region009","Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia","0","0","0","0"
"NZ_BJNT01000013.1","GCF_006539825.1","Others","0","0","0","0","0","Corynebacterium variabile strain NBRC 15286 sequence13, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","1","GCF_006539825.1_ASM653982v1_genomic_NZ_BJNT01000013.1.region001","GCF_006539825.1_NZ_BJNT01000013.1.region001","1","1","1","0","0","0","Corynebacterium variabile","0","0","NRP-siderophore.NRPS","0","0","0","region001","HYDROXAMATE","0","0","false","GCF_006539825.1_ASM653982v1_genomic_NZ_BJNT01000013.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium","0","0","0","0"
"NZ_LR131106.1","GCF_900626215.1","Others","0","0","0","0","0","Corynebacterium neomassiliense strain Marseille-P3888, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","1","GCF_900626215.1_PRJEB24607_genomic_NZ_LR131106.1.region003","GCF_900626215.1_NZ_LR131106.1.region003","1","1","1","0","0","0","Corynebacterium neomassiliense","0","0","NRP-siderophore.NRPS","0","0","0","region003","HYDROXAMATE","0","0","false","GCF_900626215.1_PRJEB24607_genomic_NZ_LR131106.1.region003","Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium","0","0","0","0"
"NZ_CP006842.1","GCF_000626675.1","Others","1","0","0","0","0","Corynebacterium glyciniphilum AJ 3170 chromosome, complete genome","0","1","1","0","0","1","0","0","0","1","0","0","0","1","GCF_000626675.1_ASM62667v1_genomic_NZ_CP006842.1.region003","GCF_000626675.1_NZ_CP006842.1.region003","1","1","1","0","0","0","Corynebacterium glyciniphilum AJ 3170","0","0","NRP-siderophore.NRPS","0","0","0","region003","MIXED","0","0","false","GCF_000626675.1_ASM62667v1_genomic_NZ_CP006842.1.region003","Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium","0","0","0","0"
"NZ_CP023690.1","GCF_008704795.1","Others","1","0","0","0","0","Streptomyces spectabilis strain ATCC 27465 chromosome, complete genome","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_008704795.1_ASM870479v1_genomic_NZ_CP023690.1.region009","GCF_008704795.1_NZ_CP023690.1.region009","0","1","1","0","0","0","Streptomyces spectabilis","0","0","NRP-siderophore.NRPS.T3PKS.transAT-PKS.PKS-like","0","0","0","region009","CATECHOL","0","0","false","GCF_008704795.1_ASM870479v1_genomic_NZ_CP023690.1.region009","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NC_021663.1","GCF_000418365.1","Others","0","0","0","0","0","Corynebacterium terpenotabidum Y-11, complete sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","1","GCF_000418365.1_ASM41836v1_genomic_NC_021663.1.region005","GCF_000418365.1_NC_021663.1.region005","1","1","1","0","0","0","Corynebacterium terpenotabidum Y-11","0","0","NRP-siderophore.NRPS","0","0","0","region005","HYDROXAMATE","0","0","false","GCF_000418365.1_ASM41836v1_genomic_NC_021663.1.region005","Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium","0","0","0","0"
"NZ_CP027433.1","GCF_002993285.1","Others","1","0","0","0","0","Gordonia iterans strain Co17 chromosome, complete genome","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_002993285.1_ASM299328v1_genomic_NZ_CP027433.1.region004","GCF_002993285.1_NZ_CP027433.1.region004","2","1","1","0","0","0","Gordonia iterans","1","1","NRP-siderophore.NRPS","0","0","0","region004","MIXED","0","0","false","GCF_002993285.1_ASM299328v1_genomic_NZ_CP027433.1.region004","Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia","0","0","0","0"
"NZ_JACCBC010000001.1","GCF_013409325.1","Others","1","0","0","0","0","Kineosphaera limosa strain DSM 14548 Ga0104570_01, whole genome shotgun sequence","0","1","1","0","0","1","0","0","0","1","0","0","0","0","GCF_013409325.1_ASM1340932v1_genomic_NZ_JACCBC010000001.1.region003","GCF_013409325.1_NZ_JACCBC010000001.1.region003","2","1","1","0","0","0","Kineosphaera limosa","1","1","NRP-siderophore.NRPS","0","0","0","region003","MIXED","0","0","false","GCF_013409325.1_ASM1340932v1_genomic_NZ_JACCBC010000001.1.region003","Bacteria,Actinobacteria,Micrococcales,Dermatophilaceae,Kineosphaera","0","0","0","0"
"NZ_LSRF01000033.1","GCF_001575195.1","Others","1","0","0","0","0","Tsukamurella pseudospumae strain JCM 15929 pw3201_c4, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","1","0","0","0","0","GCF_001575195.1_ASM157519v1_genomic_NZ_LSRF01000033.1.region001","GCF_001575195.1_NZ_LSRF01000033.1.region001","1","1","1","0","0","0","Tsukamurella pseudospumae","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","0","0","false","GCF_001575195.1_ASM157519v1_genomic_NZ_LSRF01000033.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella","0","0","0","0"
"NZ_UGVI01000001.1","GCF_900455725.1","Others","1","0","0","0","0","Rhodococcus gordoniae strain NCTC13296, whole genome shotgun sequence","0","1","1","0","0","0","0","0","0","0","0","0","0","0","GCF_900455725.1_50477_H01_genomic_NZ_UGVI01000001.1.region012","GCF_900455725.1_NZ_UGVI01000001.1.region012","1","1","1","0","0","0","Rhodococcus gordoniae","0","1","NRP-siderophore.NRPS","0","0","0","region012","CATECHOL","0","0","false","GCF_900455725.1_50477_H01_genomic_NZ_UGVI01000001.1.region012","Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus","0","0","0","0"
"NZ_BNBM01000008.1","GCF_014655715.1","Others","0","0","0","0","0","Streptomyces lanatus strain JCM 4588 sequence08, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_014655715.1_ASM1465571v1_genomic_NZ_BNBM01000008.1.region001","GCF_014655715.1_NZ_BNBM01000008.1.region001","2","1","1","0","0","0","Streptomyces lanatus","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_014655715.1_ASM1465571v1_genomic_NZ_BNBM01000008.1.region001","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_BAEH01000036.1","GCF_000241305.1","Others","0","0","0","0","0","Gordonia effusa NBRC 100432, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_000241305.1_ASM24130v2_genomic_NZ_BAEH01000036.1.region001","GCF_000241305.1_NZ_BAEH01000036.1.region001","0","1","1","0","0","0","Gordonia effusa NBRC 100432","0","0","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_000241305.1_ASM24130v2_genomic_NZ_BAEH01000036.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia","0","0","0","0"
"NZ_CP034539.1","GCF_003963535.1","Others","0","0","0","0","0","Streptomyces cyaneochromogenes strain MK-45 chromosome, complete genome","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_003963535.1_ASM396353v1_genomic_NZ_CP034539.1.region032","GCF_003963535.1_NZ_CP034539.1.region032","2","1","1","0","0","0","Streptomyces cyaneochromogenes","1","1","NRP-siderophore.NRPS","0","0","0","region032","MIXED","1","1","false","GCF_003963535.1_ASM396353v1_genomic_NZ_CP034539.1.region032","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_AUBE01000005.1","GCF_000429085.1","Others","0","0","0","0","0","Streptomyces flavidovirens DSM 40150 G412DRAFT_scaffold00005.5_C, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_000429085.1_ASM42908v1_genomic_NZ_AUBE01000005.1.region001","GCF_000429085.1_NZ_AUBE01000005.1.region001","2","1","1","0","0","0","Streptomyces flavidovirens DSM 40150","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_000429085.1_ASM42908v1_genomic_NZ_AUBE01000005.1.region001","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_JAGEOK010000015.1","GCF_017573545.1","Others","0","0","0","0","0","Actinomadura nitritigenes strain L46 NODE_15_length_268103_cov_19.004235, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_017573545.1_ASM1757354v1_genomic_NZ_JAGEOK010000015.1.region001","GCF_017573545.1_NZ_JAGEOK010000015.1.region001","2","1","1","0","0","0","Actinomadura nitritigenes","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_017573545.1_ASM1757354v1_genomic_NZ_JAGEOK010000015.1.region001","Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura","0","0","0","0"
"NZ_JACCBT010000001.1","GCF_013409045.1","Others","0","0","0","0","0","Actinomadura citrea strain DSM 43461 Ga0104564_01, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_013409045.1_ASM1340904v1_genomic_NZ_JACCBT010000001.1.region011","GCF_013409045.1_NZ_JACCBT010000001.1.region011","2","1","1","0","0","0","Actinomadura citrea","1","1","NRP-siderophore.NRPS","0","0","0","region011","MIXED","1","1","false","GCF_013409045.1_ASM1340904v1_genomic_NZ_JACCBT010000001.1.region011","Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura","0","0","0","0"
"NZ_JADBDZ010000001.1","GCF_014873935.1","Others","0","0","0","0","0","Actinomadura algeriensis strain DSM 46744 Ga0415221_01, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_014873935.1_ASM1487393v1_genomic_NZ_JADBDZ010000001.1.region020","GCF_014873935.1_NZ_JADBDZ010000001.1.region020","2","1","1","0","0","0","Actinomadura algeriensis","1","1","NRP-siderophore.NRPS","0","0","0","region020","MIXED","1","1","false","GCF_014873935.1_ASM1487393v1_genomic_NZ_JADBDZ010000001.1.region020","Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura","0","0","0","0"
"NZ_FAOZ01000002.1","GCF_001536285.1","Others","0","0","0","0","0","Frankia irregularis strain DSM 45899, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_001536285.1_IMG-taxon_2634166352_annotated_assembly_genomic_NZ_FAOZ01000002.1.region002","GCF_001536285.1_NZ_FAOZ01000002.1.region002","2","1","1","0","0","0","Frankia irregularis","1","1","NRP-siderophore.NRPS","0","0","0","region002","MIXED","1","1","false","GCF_001536285.1_IMG-taxon_2634166352_annotated_assembly_genomic_NZ_FAOZ01000002.1.region002","Bacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia","0","0","0","0"
"NZ_FORP01000003.1","GCF_900114035.1","Others","0","0","0","0","0","Amycolatopsis sacchari strain DSM 44468, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_900114035.1_IMG-taxon_2675903226_annotated_assembly_genomic_NZ_FORP01000003.1.region001","GCF_900114035.1_NZ_FORP01000003.1.region001","2","1","1","0","0","0","Amycolatopsis sacchari","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_900114035.1_IMG-taxon_2675903226_annotated_assembly_genomic_NZ_FORP01000003.1.region001","Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis","0","0","0","0"
"NZ_SISF01000030.1","GCF_004310285.1","Others","0","0","0","0","0","Agrobacterium cavarae strain RZME10 NODE_9_length_405409_cov_10.372883, whole genome shotgun sequence","0","0","1","0","0","0","0","0","0","1","0","0","0","0","GCF_004310285.1_ASM431028v1_genomic_NZ_SISF01000030.1.region001","GCF_004310285.1_NZ_SISF01000030.1.region001","2","1","1","0","0","0","Agrobacterium cavarae","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_004310285.1_ASM431028v1_genomic_NZ_SISF01000030.1.region001","Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Agrobacterium","0","1","0","0"
"NZ_CP090063.1","GCF_021391495.1","Others","0","0","0","0","0","Amycolatopsis acidiphila strain KCTC 39523 chromosome, complete genome","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_021391495.1_ASM2139149v1_genomic_NZ_CP090063.1.region001","GCF_021391495.1_NZ_CP090063.1.region001","2","1","1","0","0","0","Amycolatopsis acidiphila","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_021391495.1_ASM2139149v1_genomic_NZ_CP090063.1.region001","Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis","0","0","0","0"
"NZ_AP018165.1","GCF_002356335.1","Others","0","0","0","0","0","[Mycobacterium] stephanolepidis strain NJB0901 chromosome, complete genome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_002356335.1_ASM235633v1_genomic_NZ_AP018165.1.region006","GCF_002356335.1_NZ_AP018165.1.region006","0","1","1","0","0","0","[Mycobacterium] stephanolepidis","0","0","NRP-siderophore.NRPS.T1PKS.ectoine","0","0","0","region006","MIXED","1","1","false","GCF_002356335.1_ASM235633v1_genomic_NZ_AP018165.1.region006","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides","0","0","0","0"
"NZ_SUMB01000001.1","GCF_005048155.1","Others","0","0","0","0","0","Streptomyces piniterrae strain jys28 Scaffold1, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","0","GCF_005048155.1_ASM504815v1_genomic_NZ_SUMB01000001.1.region004","GCF_005048155.1_NZ_SUMB01000001.1.region004","1","1","1","0","0","0","Streptomyces piniterrae","1","1","NRP-siderophore.NRPS.lassopeptide.phosphonate","0","0","0","region004","MIXED","1","1","false","GCF_005048155.1_ASM504815v1_genomic_NZ_SUMB01000001.1.region004","Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces","0","0","0","0"
"NZ_MLIK01000008.1","GCF_001853795.1","Others","0","0","0","0","0","Mycobacteroides franklinii strain 1559 NODE_7_length_88819_cov_35.7819, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_001853795.1_ASM185379v1_genomic_NZ_MLIK01000008.1.region001","GCF_001853795.1_NZ_MLIK01000008.1.region001","0","1","1","0","0","0","Mycobacteroides franklinii","0","0","NRP-siderophore.NRPS.ectoine","0","0","0","region001","MIXED","1","1","false","GCF_001853795.1_ASM185379v1_genomic_NZ_MLIK01000008.1.region001","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides","0","0","0","0"
"NZ_SEUL01000074.1","GCF_008370245.1","Others","0","0","0","0","0","Pseudoalteromonas fuliginea strain PS2 535, whole genome shotgun sequence","0","0","0","0","0","1","0","0","0","1","0","0","0","0","GCF_008370245.1_ASM837024v1_genomic_NZ_SEUL01000074.1.region001","GCF_008370245.1_NZ_SEUL01000074.1.region001","3","1","1","0","0","0","Pseudoalteromonas fuliginea","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_008370245.1_ASM837024v1_genomic_NZ_SEUL01000074.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas","0","1","0","0"
"NZ_CP024633.1","GCF_004924335.1","Others","0","0","0","0","0","Mycobacteroides salmoniphilum strain DSM 43276 chromosome","0","0","0","0","0","0","0","0","0","1","0","0","0","1","GCF_004924335.1_ASM492433v1_genomic_NZ_CP024633.1.region006","GCF_004924335.1_NZ_CP024633.1.region006","0","1","1","0","0","0","Mycobacteroides salmoniphilum","0","0","NRP-siderophore.NRPS.T1PKS.ectoine","0","0","0","region006","MIXED","1","1","false","GCF_004924335.1_ASM492433v1_genomic_NZ_CP024633.1.region006","Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides","0","0","0","0"
"NZ_BDDS01000003.1","GCF_001653135.1","Others","0","0","0","0","0","Pseudoalteromonas neustonica strain PAMC 28425, whole genome shotgun sequence","0","0","0","0","0","0","0","0","0","1","0","0","0","0","GCF_001653135.1_ASM165313v1_genomic_NZ_BDDS01000003.1.region001","GCF_001653135.1_NZ_BDDS01000003.1.region001","2","1","1","0","0","0","Pseudoalteromonas neustonica","1","1","NRP-siderophore.NRPS","0","0","0","region001","MIXED","1","1","false","GCF_001653135.1_ASM165313v1_genomic_NZ_BDDS01000003.1.region001","Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas","0","1","0","0"
